stn,name,lat,lon
588,남산,37.79066,127.64289
589,고양고봉,37.70236,126.79026
590,과천,37.44028,127.00249
591,치악산,37.41554,128.05047
592,부론,37.23162,127.74866
593,양양영덕,38.00731,128.54069
594,서화,38.2533,128.21
595,진부령,38.26414,128.37415
596,오색,38.07699,128.49325
597,대화,37.54548,128.44108
598,양주,37.83118,126.9905
599,광릉,37.76172,127.16977
600,금왕,36.97369,127.58973
601,단양,37.00204,128.34687
602,진천,36.86338,127.46231
603,괴산,36.81612,127.77758
604,옥천,36.29995,127.59654
605,영동,36.16,127.755
606,대산,37.01061,126.38808
607,근흥,36.67309,126.13541
609,삽시도,36.33796,126.35623
610,홍성죽도,36.52003,126.44237
611,세종연서,36.56667,127.28056
612,공주,36.48284,127.13646
614,서천,36.06248,126.70411
615,논산,36.21164,127.10815
616,당진,36.88936,126.61739
617,직산,36.89056,127.14556
618,청양,36.42371,126.77906
619,음성,36.92297,127.70241
620,엄정,37.07371,127.90353
621,수산,36.97325,128.21421
622,수안보,36.83909,128.00791
623,증평,36.7956,127.562
624,상당,36.62436,127.6571
625,속리산,36.51649,127.81557
626,옥천청산,36.35294,127.82157
627,태안,36.754,126.32952
628,예산,36.73925,126.8199
629,세종전의,36.69076,127.20047
630,노은,37.04566,127.79968
632,유구,36.54056,126.94722
633,정안,36.55114,127.09383
634,아산,36.84578,126.86536
635,양화,36.1319,126.86024
636,계룡,36.3132,127.2407
637,신평,36.87895,126.82381
638,영춘,37.07778,128.49361
639,덕산,36.90433,128.14564
640,청천,36.67111,127.86527
641,가덕,36.5461,127.52388
642,오월드,36.29129,127.39586
643,세천,36.34019,127.49378
644,연무,36.13662,127.09004
645,서부,36.57887,126.51099
646,춘장대,36.17406,126.52845
647,가곡,36.12474,127.68507
648,장동,36.41347,127.43821
649,부평,37.47223,126.75072
650,양지,38.25091,127.27141
651,외촌,38.27717,127.2057
652,연천청산,37.98998,127.07267
654,자월도,37.25404,126.30761
655,소청도,37.76024,124.72912
656,볼음도,37.6873,126.19342
657,대천항,36.32435,126.50213
658,만리포,36.7683,126.12143
659,계룡산,36.343,127.2057
660,면온,37.56197,128.37762
661,현내,38.54251,128.40191
662,승봉도,37.17064,126.29695
663,목덕도,36.92863,125.78691
664,영흥도,37.22468,126.45838
665,무의도,37.39043,126.42521
666,안도,36.95872,126.16832
667,옹도,36.6476,126.0093
669,외연도,36.2292,126.07583
670,양양,38.08874,128.62954
671,속초조양,38.1922,128.57608
672,상하,35.44236,126.48835
673,진영,35.28223,128.7175
674,사북,37.21963,128.82141
675,남이섬,37.78978,127.52769
676,위성센터,36.9906,127.42985
677,달방댐,37.51728,129.0213
678,강릉성산,37.72485,128.77862
679,강릉왕산,37.61045,128.77297
680,평화,38.21277,127.84468
681,간동,38.0512,127.79064
682,임남,38.28317,127.86251
687,석곡,35.12619,127.25286
688,봉산,35.26878,126.93914
689,광주남구,35.10082,126.89853
690,풍산,35.33624,127.13921
691,정산,36.38617,126.95652
692,백학,38.0404,126.9245
694,원효봉,36.70435,126.60936
695,광덕산,38.11619,127.43197
696,신기,37.34661,129.08614
697,서거차도,34.25058,125.91829
698,해제,35.09385,126.28509
699,무안,34.98378,126.46108
700,어청도,36.12508,125.9682
701,무주,36.00168,127.66836
702,익산,35.93807,126.99252
703,진안,35.76036,127.43743
704,변산,35.62095,126.47755
706,담양,35.31021,126.97266
707,지도,35.05796,126.20839
708,광산,35.12886,126.74524
709,구례,35.20808,127.49355
710,나주,35.02504,126.74397
711,이양,34.89711,126.9898
712,순천시,34.90351,127.51927
713,광양읍,34.97507,127.58259
714,자은도,34.87909,126.02868
716,하의도,34.63066,126.03198
717,의신,34.42749,126.30976
718,상조도,34.33303,126.03646
719,선유도,35.8088,126.3977
720,보길도,34.16215,126.55508
721,금일,34.33904,127.02825
722,조선대,35.13681,126.92875
723,거문도,34.02792,127.30898
724,추자도,33.95783,126.30157
725,우도,33.52289,126.95414
726,마라도,33.12206,126.26786
727,유수암,33.40986,126.39293
730,장성,35.2794,126.7611
731,영암,34.81666,126.68634
732,보성,34.76192,127.09209
733,함라,36.0461,126.8917
734,완주,35.98551,127.24573
735,덕유산,35.89424,127.77306
736,진봉,35.84679,126.78401
737,김제,35.80905,126.87765
738,줄포,35.57948,126.67388
739,심원,35.52254,126.54668
741,화순,35.05671,126.98515
742,운남,34.93889,126.33064
743,비금,34.77258,125.94688
744,산이,34.67254,126.43646
745,성전,34.68504,126.72554
746,땅끝,34.38184,126.5159
747,청산도,34.18292,126.85801
748,벌교,34.83694,127.3631
749,도양,34.53471,127.12715
750,백야,34.62781,127.63568
751,와산,33.47934,126.69387
752,서광,33.30456,126.30599
753,어리목,33.39304,126.4959
754,함평,35.06037,126.52732
755,백아면,35.15959,127.08534
756,위도,35.60152,126.28199
757,진안주천,35.97436,127.43596
758,동향,35.83521,127.57117
759,뱀사골,35.37162,127.57826
760,복흥,35.42739,126.9327
761,태인,35.65081,126.93462
762,임실강진,35.55169,127.18695
763,여산,36.0592,127.062
764,신덕,35.67359,127.14143
765,복내,34.89234,127.13448
766,여수산단,34.84946,127.71496
767,포두,34.58853,127.39745
768,곡성,35.28886,127.28531
769,염산,35.19932,126.38336
770,다도,34.92863,126.82001
771,안좌,34.72693,126.14463
772,수유,34.53208,126.23964
773,학산,34.7085,126.63593
774,전남도청,34.81747,126.46618
775,월야,35.17776,126.63912
776,현산,34.45996,126.5571
777,관산,34.55633,126.93462
778,유치,34.79594,126.8218
779,한림,33.39268,126.25809
780,제주남원,33.27718,126.70438
781,구좌,33.5199,126.8777
782,성판악,33.38514,126.6194
783,과기원,35.23027,126.84077
784,시종,34.87718,126.61258
785,북일,34.46383,126.6763
786,돌산,34.63811,127.77409
787,도화,34.50672,127.31716
788,풍암,35.13159,126.88132
789,압해도,34.87643,126.2929
790,나로도,34.53258,127.46735
791,피아골,35.26621,127.58376
792,표선,33.36302,126.81839
793,대정,33.24101,126.22626
794,황전,35.10066,127.42739
795,옥과,35.27532,127.13899
796,초도,34.23775,127.24476
797,하태도,34.39498,125.29953
798,홍도,34.68551,125.19236
799,낙월도,35.20198,126.13494
800,평해,36.72566,129.44368
801,영양,36.62497,129.088
802,온정,36.75743,129.34008
803,옥산,36.40637,128.79902
804,청하,36.19056,129.33921
805,죽장,36.17929,129.09434
806,선산,36.23336,128.2903
807,의흥,36.17966,128.69318
808,호미곶,36.07597,129.56673
809,대덕,35.93544,127.97919
810,성주,35.92552,128.2985
811,황성,35.86299,129.20929
812,고령,35.69603,128.28214
813,청도,35.65404,128.73183
814,부석,36.97916,128.66103
815,예천,36.65996,128.46461
816,구룡포,35.9831,129.5475
817,수비,36.78267,129.22121
818,마성,36.70781,128.14792
819,예안,36.65875,128.88641
820,하회,36.54819,128.52665
821,공성,36.28187,128.07393
822,김천,36.11987,128.1552
823,군위,36.24934,128.55577
824,가산,36.0956,128.50008
825,칠곡,36.03977,128.3813
826,신녕,36.04709,128.79003
827,경산,35.82425,128.743
828,달성,35.69018,128.42384
829,외동,35.71214,129.31815
830,기계,36.06887,129.19957
831,석포,37.04012,128.99708
832,단북,36.39066,128.42855
833,은척,36.53829,128.04189
834,화서,36.44122,127.9442
835,봉화읍,36.89316,128.71601
836,현서,36.27943,128.89601
837,이산,36.8268,128.6429
838,동로,36.79066,128.27046
839,길안,36.45834,128.89544
840,하양,35.9126,128.8144
841,화북,36.08494,128.91106
842,산내,35.7576,129.011
843,금강송,36.93611,129.25013
844,영덕읍,36.43551,129.35859
845,대구북구,35.90842,128.59068
846,대구서구,35.86509,128.53095
847,소보,36.27623,128.46637
848,청도금천,35.67916,128.89534
849,지보,36.54689,128.3871
850,감포,35.78471,129.49062
851,소곡,37.05137,129.35206
852,죽변,37.0606,129.426
853,팔공산,36.01827,128.62129
854,삼동,35.49528,129.13357
855,가파도,33.1733,126.26833
856,광양백운산,35.1018,127.59815
857,완도읍,34.29995,126.71737
858,지산,34.42956,126.17006
859,토함산,35.7549,129.36873
860,신암,35.88515,128.61903
861,제주김녕,33.55563,126.77295
862,송당,33.47056,126.77919
863,외도,33.47688,126.43165
864,완산,35.82149,127.15497
865,오등,33.45766,126.52202
867,삼각봉,33.37694,126.53049
868,사제비,33.37598,126.49802
869,영실,33.34832,126.4964
870,진달래밭,33.36978,126.55571
871,윗세오름,33.3623,126.51811
872,지리산,35.31924,127.75642
874,동송,38.14163,127.21965
875,설악산,38.1213,128.45992
876,삼척,37.45003,129.16214
877,문막,37.31339,127.80486
878,도계,37.22379,129.09609
881,새만금,35.72945,126.52885
882,상무대,35.25255,126.60526
883,새별오름,33.36233,126.35989
885,한남,33.33143,126.67846
886,군산산단,35.95048,126.59117
888,청남대,36.46267,127.49074
889,현충원,37.50036,126.97652
890,제주가시리,33.38535,126.73362
892,성산수산,33.45011,126.85127
893,애월,33.46592,126.32745
896,군포금정,37.36148,126.93534
897,의왕이동,37.34452,126.96884
898,장생포,35.50482,129.386
899,마산회원,35.22354,128.58215
900,두서,35.62027,129.14356
901,울기,35.48678,129.43531
902,시천,35.24229,127.81897
903,도천,35.40387,128.51486
904,사상,35.16944,128.97505
905,양산상북,35.4414,129.04288
906,화개,35.23236,127.64269
907,삼천포,34.93211,128.06313
908,진해,35.11221,128.7537
909,서이말,34.78774,128.73825
910,영도,35.06609,129.07421
911,매물도,34.64893,128.57714
912,백천,35.52627,127.77836
913,상주면,34.7238,127.98155
914,서하,35.63763,127.71556
915,삼가,35.41353,128.10178
916,단성,35.31111,127.96696
917,사천,35.03694,128.06768
918,고성,34.99052,128.33089
919,창녕,35.55142,128.47669
920,함안,35.29613,128.39942
921,가덕도,34.99308,128.83141
922,단장,35.48645,128.92911
923,기장,35.27505,129.25113
924,간절곶,35.35866,129.36028
925,생림,35.37435,128.82299
926,진북,35.12624,128.47483
927,송백,35.58197,128.88365
929,개천,35.11369,128.30701
930,사량도,34.80992,128.23814
931,욕지도,34.6223,128.27351
932,하동,35.06058,127.76664
933,금남,34.99676,127.83238
934,수곡,35.2214,127.92848
935,청덕,35.56979,128.34114
936,신포,35.33263,128.2023
937,해운대,35.17721,129.16068
938,부산진,35.15888,129.01929
939,금정구,35.2932,129.10348
940,동래,35.20914,129.09013
941,북구,35.21304,129.00258
942,부산남구,35.11863,129.08841
943,매곡,35.66706,129.37502
944,길곡,35.38516,128.57005
945,대병,35.53452,127.9901
946,북상,35.78,127.81826
947,명사,34.72193,128.5908
948,삼장,35.31074,127.83448
949,정자,35.6375,129.4412
950,사하,35.09006,128.98393
951,내장산,35.50869,126.90733
953,장목,34.99839,128.67977
954,온산,35.43103,129.36011
955,서수도,37.325,126.39333
956,가대암,36.77,125.9767
957,십이동파,35.98667,126.225
958,갈매여,35.61333,126.245
959,해수서,34.26333,126.02667
960,지귀도,33.22333,126.6542
961,간여암,34.285,127.85778
963,이덕서,35.5667,129.475
964,마량,34.45902,126.81574
965,한라산남벽,33.35237,126.53303
966,풍도,37.1161,126.3856
967,도리도,37.1189,126.6128
970,철원장흥,38.2016,127.25024
972,안동옥동,36.54983,128.6834
973,화순능주,35.0233,126.94961
974,대곡,35.24434,128.15605
977,오창가곡,36.72455,127.46688
978,춘천신북,37.95461,127.77626
980,강정,33.25992,126.48917
984,오륙도,35.09129,129.12666
989,안덕화순,33.25792,126.32992
990,낙천,33.31822,126.2305
991,옥포,35.80279,128.44562
992,하빈,35.9062,128.4464
993,제주금악,33.34225,126.30985
994,심포,35.85446,126.64211
995,오천,35.9286,129.38223
996,화동,36.37207,127.89492
